environment_transformation,inferred_actions,counterfactual_prediction_error_per_action
5,4,"[0.2839639266196811, 0.28756567784617265, 0.2831364921598042, 0.3920838214347171, 0.11057257080588734]"
7,4,"[0.2521923732453259, 0.25733087712965963, 0.2575099222932414, 0.34285947293577984, 0.08992255626874314]"
1,2,"[0.09782553355458717, 0.12289884076426082, 0.05215024929352176, 0.2398819253947128, 0.28862828087940445]"
1,2,"[0.0913412336611136, 0.11833760879493559, 0.05652886435030979, 0.24724627853755582, 0.2855248565196642]"
3,4,"[0.25912932084331014, 0.2657238417780606, 0.25714013895527954, 0.29234956244746557, 0.06761718010279015]"
1,2,"[0.10056063287298625, 0.13844350618423729, 0.05363633012025897, 0.26844622874326035, 0.3100326381595853]"
7,4,"[0.258198268396338, 0.25165336906702895, 0.2596284523948575, 0.32894962851865733, 0.11338166247816732]"
4,3,"[0.27284514281332306, 0.2722407957977594, 0.2714590711545689, 0.06281538366846674, 0.37045440458556417]"
4,3,"[0.2788935913723483, 0.2828554708136676, 0.2809045202695752, 0.06547204367550478, 0.3926401709355798]"
5,4,"[0.265397614747608, 0.25327997192608753, 0.26259962776607443, 0.3095732092054127, 0.11689306415061358]"
0,0,"[0.06382493176475154, 0.09748031833303789, 0.10739850663907038, 0.24296290675705612, 0.25656800124036355]"
1,2,"[0.09839938456285512, 0.12681151363712176, 0.06591498211868971, 0.25241209628859695, 0.27441533878336416]"
3,4,"[0.24609377965267584, 0.2514474239958662, 0.24550935524485398, 0.29678519694206335, 0.0648739133899656]"
6,3,"[0.25557856978001825, 0.26844847167494246, 0.25222337227823677, 0.09298661758469373, 0.34148750374893594]"
4,3,"[0.3224402869455881, 0.3244606097016578, 0.31797817619251856, 0.05451701116773564, 0.4174712373336035]"
1,2,"[0.11117850245084669, 0.15179441302292757, 0.06920928168474322, 0.3094735900085757, 0.3228733054838226]"
8,3,"[0.3419239439215616, 0.33841003909788403, 0.33726627309470303, 0.13959717484079537, 0.46082862706051575]"
6,3,"[0.3777462423916974, 0.38939056281326184, 0.385400594389695, 0.14055071524378487, 0.5517792260666871]"
2,1,"[0.22275687727902663, 0.1347177134779288, 0.28985326786527954, 0.5300761182201845, 0.5330441741831428]"
2,1,"[0.29217478519688844, 0.1952733773797354, 0.40072665091116005, 0.6645525032095245, 0.6731004373935293]"
4,3,"[0.7492441737394647, 0.746456448685371, 0.7669674184848077, 0.22070933258119046, 0.9038666927194666]"
6,3,"[0.7656921757231351, 0.8025152721783627, 0.7331810036714441, 0.41236684147449415, 0.9678701877242478]"
8,3,"[0.6639360484787918, 0.6718603483701013, 0.709648431425521, 0.3340981960187117, 0.7614794669837425]"
8,3,"[0.6773071988440862, 0.7423563978691672, 0.7299333006335906, 0.48743271566025603, 0.9078691206179028]"
5,4,"[0.5588094501746558, 0.5773388644478009, 0.597550413469542, 0.7204284611889176, 0.3654942107211122]"
0,0,"[0.17456852624893845, 0.3416468869349276, 0.3413204434710249, 0.6241177937208888, 0.5926159178518574]"
4,3,"[0.6228727498287526, 0.6589753206306326, 0.5622593665092502, 0.23122704790845322, 0.8080426417032939]"
1,2,"[0.4056698443887229, 0.5404797706304291, 0.2077736605297823, 0.709742401612412, 0.6949872136646381]"
6,3,"[0.7748307399623664, 0.7932448391157548, 0.7509210190385445, 0.4744434389270148, 0.9887191792452091]"
1,2,"[0.44867201520718036, 0.5494765883923787, 0.2549918231371823, 0.7880539269351993, 0.7745359212952757]"
1,2,"[0.6106281734748087, 0.8314573313412866, 0.3769294600572641, 1.0491935463798505, 0.8776644213141599]"
3,4,"[0.7328320041769628, 0.8076237682134856, 0.7003421066116127, 1.0110112967486347, 0.25680755091431606]"
3,4,"[0.7667740899768224, 0.8145527747276672, 0.7839693364898694, 0.9832171710029558, 0.25566583443079455]"
8,3,"[0.7337161558497448, 0.6977467531339839, 0.7966957844111914, 0.4150783306035145, 0.8522400807026201]"
2,1,"[0.3866403841983966, 0.22486464687090574, 0.5484773223691012, 0.6874586576316948, 0.6242298566336396]"
1,2,"[0.49346788812198644, 0.661677243030644, 0.2411395718601592, 0.7568172867089784, 0.7334210043124099]"
2,1,"[0.37271377009005496, 0.1957201059885688, 0.5236461717357346, 0.6992988126427092, 0.6431788144324718]"
0,0,"[0.24843136342903274, 0.4223224996284762, 0.41272509337443974, 0.7414150409673251, 0.7170120669166511]"
8,3,"[0.6640845139073902, 0.6837658642321112, 0.7109419860702713, 0.38228167350346526, 0.7284579062293494]"
5,4,"[0.7653219231872029, 0.7860610963443035, 0.7621731916486296, 0.927505118214097, 0.42653292665290593]"
8,3,"[0.66909885936301, 0.6784729003248932, 0.6868429441751989, 0.3445008786846628, 0.7735183575219509]"
8,3,"[0.7849765028515373, 0.8242482827627511, 0.8107606428321903, 0.4994273296883769, 0.9293591575455578]"
5,4,"[0.8476550052839239, 0.8815390329232012, 0.8618361151226683, 0.9582677226770497, 0.5309335451418626]"
4,3,"[0.7238183131945601, 0.7999557680161912, 0.7899648999295964, 0.2687400126355669, 1.010224297425086]"
6,3,"[1.0331858963394487, 1.315899605030014, 0.9760824317637837, 0.7004080118721537, 1.396004175960917]"
3,4,"[0.9070856339893243, 1.0141535646158906, 0.9952769568652119, 1.3251845557936852, 0.3773520489114053]"
2,1,"[0.7149579430123076, 0.3603469907793319, 1.0654750056811357, 0.9562614168395612, 1.0069918226108376]"
3,4,"[0.88940923613262, 0.940000994025581, 1.0272597338293992, 1.2537715148522242, 0.3989384333678059]"
5,4,"[0.9478003220136041, 1.0487620505522703, 0.8967219883742641, 1.1922809470827598, 0.6341819366176394]"
4,3,"[0.8658223898614155, 0.897899511584777, 0.9041385667806712, 0.44827815607032545, 1.2225444041030153]"
2,1,"[0.708603922198331, 0.30605561162217737, 0.8924215437218047, 0.7858209305757583, 0.8925870329608333]"
5,4,"[1.0270155391024187, 1.099571446414158, 0.9373690981276918, 1.3084950557053836, 0.7580235500814771]"
5,4,"[0.9963274581462546, 1.0345120276016797, 0.8577731422498731, 1.1964084440540932, 0.7409816212153952]"
7,4,"[0.8987983160652955, 0.8004025449289484, 0.9812877395079243, 1.2047451033022207, 0.7075979953510375]"
5,4,"[0.9658605554639912, 1.0962313109185768, 0.9400215087310863, 1.217421374718071, 0.6647344302773504]"
5,4,"[0.9910938382408339, 1.1327308389086572, 0.9801822180043793, 1.3375731980925452, 0.6401666653305695]"
7,4,"[0.7369279286913955, 0.6981285549060322, 0.75302707596806, 1.021490509886926, 0.42587713312378295]"
4,3,"[0.9453884802709545, 0.964001694429032, 1.0015538478573751, 0.36599094473517946, 1.331467954421463]"
0,0,"[0.3329584285235167, 0.629200825549981, 0.5805023994248348, 0.9349551675911508, 0.9067300343007987]"
7,4,"[0.7336980222695468, 0.7392855085971367, 0.7673896692872156, 1.0653268479262181, 0.4422277891933469]"
3,4,"[0.78915210538908, 0.8366176101460254, 0.7698755615398856, 1.0178659095881903, 0.24218964028742132]"
7,4,"[0.60271562411614, 0.5896773277813626, 0.6467327956965103, 0.7731349865118323, 0.30430292391986136]"
0,0,"[0.2640507046746155, 0.3937273837188869, 0.4425008428330721, 0.7764265912273076, 0.7342474625397966]"
6,3,"[0.8160316056797936, 0.877727659595753, 0.7990683726780585, 0.4653834652445298, 1.0494441062563111]"
4,3,"[0.8970702419739534, 0.8967799764342352, 0.9100781407771177, 0.3497822219117448, 1.1904668690004143]"
4,3,"[0.8826953236412429, 0.945237822968529, 0.9622501060802205, 0.32588748841655124, 1.2100807790706039]"
2,1,"[0.5783947427077576, 0.345978721459575, 0.7749394587108264, 0.7693639433731605, 0.7521825020522992]"
2,1,"[0.526411814416513, 0.25419123984792397, 0.7347147790497983, 0.7317156587363658, 0.652990879568273]"
0,0,"[0.27433557246026674, 0.5282743054083924, 0.4962382876495158, 0.6711927521492232, 0.7562802707359408]"
8,3,"[0.6586498671800834, 0.659211069639559, 0.6800537308196158, 0.5079703970761779, 0.7620906547938145]"
8,3,"[0.7176867772869675, 0.7549344620336237, 0.7634677479969323, 0.5224771857394611, 0.7919921722830776]"
5,4,"[0.6466450086694007, 0.7088004957509466, 0.6743996977212297, 0.8543238416760305, 0.5070480126694749]"
0,0,"[0.26066616196108006, 0.4847602010635219, 0.4927841052426845, 0.6150798431185394, 0.6071078348947283]"
7,4,"[0.6897380949819103, 0.6582422719999304, 0.7652905012639059, 0.9627506991921037, 0.4728239755965614]"
0,0,"[0.16491655455424611, 0.3556708215027903, 0.3426181167869678, 0.5874868752371138, 0.533546276795261]"
5,4,"[0.5744149747431778, 0.5684630628669857, 0.5947115082638089, 0.7526643690549177, 0.3190260550968149]"
4,3,"[0.5915813653932099, 0.6412464580561028, 0.5965439588898256, 0.19190770843618263, 0.7529023014446045]"
0,0,"[0.2822065027171479, 0.487081633170124, 0.4386833994170622, 0.7758658723375574, 0.6832193188498514]"
3,4,"[0.5438599989001308, 0.5571248656760737, 0.5793976772870963, 0.7498857814310563, 0.10473187582355728]"
3,4,"[0.6114365452423687, 0.6220759086608221, 0.6340237070183051, 0.7817112845378691, 0.14000290004946625]"
7,4,"[0.5833063474000786, 0.5619991557081034, 0.6006424215185056, 0.7364089138775386, 0.2507047807572825]"
6,3,"[0.6296481564561375, 0.663008479101916, 0.6188062578597476, 0.31739739883336343, 0.7538870921429512]"
4,3,"[0.5999694958796675, 0.5922849169682143, 0.6048646958495782, 0.15975060773945343, 0.684404534537341]"
1,2,"[0.31587045470883623, 0.461719850872495, 0.21547974587128327, 0.6246042845229527, 0.6079233445992109]"
0,0,"[0.22126834485307303, 0.32437643852227466, 0.3603589744280024, 0.6583524109494504, 0.5493594685002532]"
7,4,"[0.6137478915072437, 0.5912655961875306, 0.6688354198056142, 0.843340609879667, 0.3373074231007001]"
7,4,"[0.5831712189048665, 0.5723789022735943, 0.6310865054094708, 0.7985040044098776, 0.3137256405083559]"
1,2,"[0.34115354991723756, 0.47939260519987, 0.1432121653824438, 0.6260506858764762, 0.6197794503507696]"
2,1,"[0.33341052095358104, 0.15855502400489993, 0.4688414707867693, 0.6146763928242394, 0.58330851378544]"
6,3,"[0.5979628148916547, 0.6984517834723363, 0.5744997906535926, 0.3299459088275094, 0.764876056663741]"
3,4,"[0.5532421830845924, 0.5677621830473131, 0.5999402881824074, 0.7313815447217535, 0.15661740794137582]"
3,4,"[0.5937000857170946, 0.6109689742657496, 0.6215549931564308, 0.7613775914285861, 0.15508919362731735]"
0,0,"[0.1409765865527427, 0.3057746715296057, 0.2764972979260722, 0.6206742129636492, 0.6073579487665458]"
2,1,"[0.2092121824964575, 0.09714158629674664, 0.27239451731915576, 0.47559816442196606, 0.4453159969074506]"
3,4,"[0.37614214655074835, 0.3795844591012456, 0.3733941381023384, 0.4870644378846782, 0.0815104343078862]"
0,0,"[0.06347772534806012, 0.15740243032808476, 0.16274950585093045, 0.3947327377120159, 0.4273366342902294]"
5,4,"[0.3275777228307984, 0.32463047342353507, 0.34070058210214144, 0.4345450506584489, 0.1347533349420108]"
6,3,"[0.39436567971047903, 0.4034640726537413, 0.40349523576020674, 0.1575515065610949, 0.5443818589022479]"
4,3,"[0.7163935879189248, 0.7481065937594357, 0.7396519267319576, 0.18181433698293722, 0.8447923052216717]"
7,4,"[0.4831048507627423, 0.47742633087888303, 0.5163743750168421, 0.5897132655079345, 0.22213869238994513]"
6,3,"[0.7361193845919607, 0.7815172559500051, 0.7252075950413035, 0.33842286364550506, 0.8640730152379621]"
2,1,"[0.32244765690687494, 0.16234500985680922, 0.44991425168479926, 0.6325038253398466, 0.5833378415666373]"
8,3,"[0.5737803352979091, 0.5805843657432593, 0.5661095427203274, 0.30278493837220205, 0.6537050892123072]"
6,3,"[0.6222351360194098, 0.7079734394642536, 0.6196745568707434, 0.32716117637568654, 0.7988714998150648]"
2,1,"[0.3619215043922508, 0.19870190517509423, 0.4842153931580051, 0.6395309060817757, 0.5409355763644779]"
7,4,"[0.6045874763513223, 0.6145048681872506, 0.692924145401482, 0.8586167095694354, 0.3567165867034777]"
5,4,"[0.6119006033632305, 0.6303038301692853, 0.6059415718178368, 0.8024603462841849, 0.3617991557001983]"
5,4,"[0.5352952507975167, 0.5471757167392309, 0.5415521090855551, 0.7223338394193836, 0.28231321620177174]"
2,1,"[0.23376171737576687, 0.1620848103034001, 0.3963462840932313, 0.613218326578391, 0.5794156358695607]"
5,4,"[0.45561756694053934, 0.4480860247210993, 0.4586786804413707, 0.5249852690588507, 0.1984301078032217]"
5,4,"[0.49858406351154505, 0.4936420044080723, 0.5063094439217464, 0.5925348221535859, 0.20833355279346277]"
2,1,"[0.17281804924649863, 0.0932017755891486, 0.21036218996070247, 0.3966183242372235, 0.43813579443308087]"
1,2,"[0.21914783625110906, 0.2736634394858468, 0.1133844979780157, 0.5217663280579824, 0.5073836813712362]"
0,0,"[0.09731876079392002, 0.19316106334148345, 0.20668761649141776, 0.47734938960753437, 0.483605126913534]"
2,1,"[0.19304665543129693, 0.11399212559870404, 0.256536507000853, 0.4881281369395798, 0.4881531543085292]"
7,4,"[0.4762104178427995, 0.4771058234633, 0.5005390942174032, 0.6010873576699437, 0.17582377998781987]"
1,2,"[0.2008317928563823, 0.2826016538485233, 0.09773845862377101, 0.49012679839923223, 0.49710779703814273]"
0,0,"[0.11543655877544273, 0.1910615299317556, 0.20917453860443763, 0.4753423021932875, 0.49902955936011284]"
3,4,"[0.36244604632884975, 0.3603222303626089, 0.3690441209904304, 0.4317537544177047, 0.07677903179716335]"
5,4,"[0.2967192747782945, 0.2933677917412549, 0.2875703426708669, 0.3924516948516054, 0.11612349611370582]"
7,4,"[0.2631872006031327, 0.26812190311629197, 0.25904662909204806, 0.3141327807659225, 0.09943355908189849]"
5,4,"[0.23232495131257166, 0.23880625536187167, 0.22958902425267605, 0.3030759076269425, 0.10336701111988716]"
8,3,"[0.24936664648903217, 0.247587231778281, 0.24270997342541906, 0.09442277751275618, 0.3680203464011176]"
4,3,"[0.24812943176511068, 0.25198875445871577, 0.2385910614541591, 0.06057837297788908, 0.3325891383296698]"
6,3,"[0.27883898961335046, 0.2806362665091, 0.27082817517826774, 0.10516963649658635, 0.38073186540972503]"
2,1,"[0.09949382419479995, 0.06325893062179935, 0.1075336252057268, 0.23769979660857993, 0.29679655000240995]"
5,4,"[0.31108955228109586, 0.31741315981118795, 0.30630921860673743, 0.3955572204958435, 0.1263424957133271]"
3,4,"[0.2526452383288706, 0.28600381278795317, 0.2735647341599476, 0.33311130389326926, 0.08600288057485388]"
4,3,"[0.2353480241181727, 0.24888569885035522, 0.23991538009004812, 0.07774131080749025, 0.33363225980654393]"
7,4,"[0.29042701817346883, 0.29176513275504884, 0.30149645137232683, 0.3983877008178526, 0.12038179621336624]"
7,4,"[1.650503630969157, 1.6548293427828058, 1.821053480698954, 2.0489707807327715, 0.7189896454068898]"
6,3,"[0.4757050704395961, 0.47458649333305214, 0.4367550436365231, 0.181852355888994, 0.626966821703239]"
1,2,"[0.25319607932205634, 0.31169987052833903, 0.13848752431902578, 0.42286752147224227, 0.5103487623976873]"
0,0,"[0.19936637220476716, 0.29178231686218425, 0.2904496009165998, 0.511563458883439, 0.5616133344009541]"
4,3,"[0.23171801470964132, 0.23639440801739245, 0.2365524048873543, 0.058300967177411386, 0.3686133602643293]"
2,1,"[0.08399220892350515, 0.07498791048615593, 0.11587203643116177, 0.22981961621777383, 0.2550895621469349]"
6,3,"[0.24321228780456347, 0.25219402729652823, 0.24437932186587902, 0.08499083524355136, 0.3377297208291992]"
6,3,"[0.27227439369520773, 0.283482734817784, 0.2676804203536219, 0.09148380510232204, 0.35826820165134404]"
8,3,"[0.26575900503038696, 0.2629683394260812, 0.26514275870268245, 0.10247340607273153, 0.3472182400713778]"
8,3,"[0.34485296068480115, 0.34623825243830425, 0.35204166344936044, 0.11455451391566744, 0.46700011462556423]"
1,2,"[0.13805037794444666, 0.17711835275670285, 0.07538899536418393, 0.3452418814440958, 0.3511525516764046]"
0,0,"[0.06326043451165189, 0.11787069097595347, 0.11013038571499405, 0.3086285210431599, 0.336166262899369]"
5,4,"[0.26625883697067404, 0.27122819269183346, 0.27348120717521684, 0.35773639211138764, 0.10187343368812152]"
0,0,"[0.0770885418442375, 0.11290387133991564, 0.12189344720053531, 0.32453625964179944, 0.32847438434615583]"
5,4,"[0.26773674633203076, 0.2803559064337852, 0.2620491225804047, 0.35514496521982153, 0.12374037966266359]"
1,2,"[0.11027451020002997, 0.14828678469765808, 0.07025546856533336, 0.32537246255710406, 0.3346050330214009]"
0,0,"[0.0742701122492226, 0.10631299798850884, 0.11608051024906764, 0.3085312724806719, 0.30784999437915295]"
1,2,"[0.12108963224443939, 0.16752375216771728, 0.07734456770922726, 0.3706340206827671, 0.3559755088450814]"
5,4,"[0.3013018900803741, 0.30388347197677734, 0.2939747420637967, 0.3968990485560603, 0.12048481793593584]"
3,4,"[0.2707950835984825, 0.28359691857085034, 0.2744811421498155, 0.3765077930119658, 0.06164794537644307]"
0,0,"[0.06737032925086361, 0.10547272113453689, 0.10494368082814907, 0.268284040941861, 0.2998141608058811]"
8,3,"[0.30599583932656615, 0.30579652530183754, 0.29992865601790997, 0.11081729174783957, 0.3936209272658378]"
3,4,"[0.26866320272250627, 0.2804527624080106, 0.28005570178227984, 0.34687823162761344, 0.061218507410441554]"
4,3,"[0.31271627071491376, 0.3257996095040968, 0.3095368244608915, 0.06933279722746427, 0.40774132146632863]"
1,2,"[0.11736919580322253, 0.13508692621376753, 0.07027718143422157, 0.2988821664722208, 0.3210762931168908]"
8,3,"[0.3052439797499456, 0.30286104908615263, 0.29636136159713566, 0.11333668741422673, 0.423890110825345]"
7,4,"[0.2653815068227921, 0.26391798153936413, 0.264432445133452, 0.37294824613677496, 0.09143980867044692]"
8,3,"[0.3586293256549418, 0.3425617094227267, 0.36090033917901426, 0.12992861137646344, 0.4528577080336758]"
1,2,"[0.11457893291377606, 0.17815905763087755, 0.08933146413004095, 0.35243344598555704, 0.3607152915132943]"
2,1,"[0.12410359892459186, 0.07222020751242408, 0.1735266601311782, 0.33198131274736453, 0.36359884789124586]"
2,1,"[0.12809044881630027, 0.09827573366092603, 0.19701717187509912, 0.41572243879462445, 0.4264263670478544]"
3,4,"[0.3374507386175559, 0.334968160541357, 0.3298261587111304, 0.4413306112931805, 0.08205260762132141]"
6,3,"[0.3921857414200066, 0.4067381354228138, 0.3926594177755157, 0.16042464815005159, 0.5577843711936611]"
0,0,"[0.07285049598083596, 0.13781244416453733, 0.13188480590773818, 0.3385716257416081, 0.37757771045835103]"
7,4,"[0.28372978103464586, 0.2890489040339012, 0.2893792197614726, 0.3979113142080224, 0.1157965353928429]"
3,4,"[0.2731897806110851, 0.2823603229166153, 0.2869212656507725, 0.3211273311748865, 0.07571238085167833]"
2,1,"[0.09754370929131727, 0.06507235114093472, 0.1214459720723636, 0.2814024652811829, 0.2923357106278813]"
3,4,"[0.2704407755498472, 0.27635839293785985, 0.27250749093599996, 0.31672807247264867, 0.08203454189174873]"
7,4,"[0.3124519897127386, 0.3132516990784734, 0.31923750316272015, 0.40128608531914134, 0.14170958785625393]"
7,4,"[0.5346718347994793, 0.5279888235361837, 0.518040757295929, 0.7083019430648042, 0.2105405256401911]"
7,4,"[1.806801831431626, 1.6082594336578948, 1.7453192123523584, 2.111358411799892, 1.0428436653305422]"
4,3,"[1.541961545853375, 1.3073975082759135, 1.422004679723614, 0.9444730083414267, 1.9356354361988977]"
